iteration,games_started,avg_loss,avg_game_length,wins,draws,nodes_expanded,avg_illegal_prob,acpl
312,15256,2.94838,82.08538,14606,138,685314326,0.1828548010688494,208.87874
313,15365,2.9234333,82.1818,14715,138,689065942,0.1597022126600946,198.27888
314,15471,2.9208145,82.22584,14821,138,692827782,0.1607023701492482,194.02779
315,15574,2.9078686,82.16307,14924,138,696629388,0.1504394352810992,194.28677
316,15682,2.904262,82.0502,15032,138,700429985,0.1532377773250711,182.0505
317,15784,2.9091175,81.979805,15134,138,704199865,0.1658763218428575,186.75502
318,15884,2.9063792,81.99755,15234,138,707972502,0.1659376983877486,189.31686
319,15999,2.8834467,81.859505,15349,138,711734103,0.1484826629588777,191.74545
320,16108,2.8795,81.7636,15457,139,715537915,0.1462254411524585,180.0978
321,16215,2.885638,81.65036,15564,139,719314529,0.1585245474648323,192.6481
322,16317,2.8836498,81.603264,15666,139,723114781,0.1617264831842317,191.0855
323,16418,2.8644931,81.420265,15767,139,726901962,0.1493384834684133,224.9717
324,16516,2.881799,81.47534,15865,139,730653324,0.1607279196752381,208.87048
325,16639,2.8567576,81.471016,15988,139,734458178,0.1467082225599872,162.87642
326,16742,2.8584313,81.383965,16091,139,738263234,0.146404307369193,184.95625
327,16853,2.8566391,81.25647,16202,139,742054185,0.1528035891386536,185.6805
328,16951,2.8539991,81.17018,16300,139,745859990,0.1558223131977435,193.27565
